domain,text,aspect,category,polarity,type
coursera,he and others also shared interesting insider tidbits on those active in the movement .,none,['faculty#relatability'],['positive'],implicit
coursera,"this has been one of the best educational experience i have had and i have had some , ph . d . , mba .",none,['course#general'],['positive'],implicit
coursera,i learned so much .,none,['course#general'],['positive'],implicit
coursera,"idea , each of us may have one . taking it to the market place is a real commitment and perseverance .",none,['null'],['null'],objective
coursera,it is not free ( you get a one year licence ) and hides all the action from the user .,none,['course#general'],['negative'],implicit
coursera,"a couple of the weeks , the lectures are quite lengthy and dense while others were a bit dry .","['lectures', 'lectures']","['presentation#workload', 'presentation#quality']","['negative', 'negative']",explicit
coursera,"the lectures are a very brief overview of topics , with nothing actually taught .",['lectures'],['presentation#comprehensiveness'],['negative'],explicit
coursera,incorrect terminology (,none,['null'],['null'],objective
coursera,i had to do a lot of googling to figure out how to do stuff on my own .,none,['null'],['null'],objective
coursera,some parts are needed more clarification .,none,['presentation#comprehensiveness'],['negative'],implicit
coursera,i am glad that i took this course first .,none,['null'],['null'],objective
coursera,i really liked the course .,['course'],['course#general'],['positive'],explicit
coursera,this course is really well put together .,['course'],['course#quality'],['positive'],explicit
coursera,otherwise a great class .,none,['course#general'],['positive'],implicit
coursera,truly a remarkable course about functional programming .,['course'],['course#general'],['positive'],explicit
coursera,the course staff is quick to respond to any queries .,['course staff'],['faculty#response'],['positive'],explicit
coursera,i enjoyed the course a lot !,['course'],['course#general'],['positive'],explicit
coursera,"great lectures and nicely explained , apart from one lecture ( 6th - maybe it was me , not understanding the topic properly ) .","['lectures', 'lectures']","['presentation#quality', 'presentation#comprehensiveness']","['positive', 'negative']",explicit
coursera,instructors are design this course very efficiently .,['course'],['course#quality'],['positive'],explicit
coursera,i am new in the field of qualitative research and i am enjoying every lecture here .,['lecture'],['presentation#quality'],['positive'],explicit
coursera,"in short , this course provide a solid ground for developing skills in web development , and i sincerely recommend it to everyone who ' s interested in this field .",['course'],['course#relatability'],['positive'],explicit
coursera,"i expected to see much more about "" information "" design , in a sense of design of comunication , design of the data , theory of comunication and how can you remove ambiguity from a design ( visual , industrial , content or what ever design it is ) .",none,['course#general'],['negative'],implicit
coursera,"i did not follow the course to get a "" certificate "" but to learn and to revceive feedback .",['course'],['faculty#response'],['negative'],explicit
coursera,i only wish i could have read the extra materials too .,['materials'],['material#quantity'],['negative'],explicit
coursera,i really liked it ' s minimalism and found it a great writing prompt .,none,['course#quality'],['positive'],implicit
coursera,thanks to coursera & the osu for developing this exciting course !,none,['null'],['null'],objective
coursera,"good teachers make the learning experience effortless and fun , poor teachers make it like a torture .",['teachers'],['faculty#general'],['positive'],explicit
