dataset,domain,sentence,aspect,category,type,source_dataset,language
SemEval2016,restaurants,"Very, very nice",,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"The place is a bit hidden away, but once you get there, it's all worth it.",place,LOCATION#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The place is a bit hidden away, but once you get there, it's all worth it.",place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,not only is the food,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,not only is the food,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Loved It,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,My wife and I went to Water's Edge for a romantic dinner.,,,objective,SemEval2016,English
SemEval2016,restaurants,We had a very nice time.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"The waiter was attentive, the food was delicious and the views of the city were great.",waiter,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The waiter was attentive, the food was delicious and the views of the city were great.",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The waiter was attentive, the food was delicious and the views of the city were great.",views of the city,LOCATION#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I'd definitely go back again.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Great place to relax and enjoy your dinner,place,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,There is something about their atmosphere that makes me come back nearly every week.,atmosphere,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Place is open till late, no dress code.",Place,RESTAURANT#MISCELLANEOUS,explicit,SemEval2016,English
SemEval2016,restaurants,Good food: my favorite is the seafood spaghetti.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Good food: my favorite is the seafood spaghetti.,seafood spaghetti,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Highly recommended!,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Excellent food for great prices,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Excellent food for great prices,food,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,My husband and I have been sold on this from the first visit.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,The wait staff is very courteous and accomodating.,wait staff,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",space,RESTAURANT#MISCELLANEOUS,explicit,SemEval2016,English
SemEval2016,restaurants,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",indo-chinese food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,There are no negatives to speak of.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,the bestt!,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,my favorite place lol,place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,i love their chicken pasta cant remember the name but is sooo good,chicken pasta,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,its alright,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place,RESTAURANT#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,"lobster was good, nothing spectacular.",lobster,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"its just a fun place to go, not a five star restaraunt.",restaraunt,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Way below average,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,I think the pizza is so overrated and was under cooked.,pizza,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Had no flavor and the staff is rude and not attentive.,staff,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Had no flavor and the staff is rude and not attentive.,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,Would NEVER go back,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,I love this place,place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,The service was quick and friendly.,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Everyone was smiling so that made me feel welcome.,,SERVICE#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,I thought the restaurant was nice and clean.,restaurant,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I thought the restaurant was nice and clean.,restaurant,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I ordered the vitello alla marsala and I was pretty impressed.,vitello alla marsala,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The veal and the mushrooms were cooked perfectly.,veal,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The veal and the mushrooms were cooked perfectly.,mushrooms,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The potato balls were not dry at all... in fact it was buttery.,potato balls,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The only downside... they only take cash which is OK if you know about it ahead of time.,,RESTAURANT#MISCELLANEOUS,implicit,SemEval2016,English
SemEval2016,restaurants,I'll be back for sure.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,WORST PLACE ON SMITH STREET IN BROOKLYN,PLACE,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",bartender,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",waitresses,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I would never recommend this place to anybody even for a casual dinner.,place,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,awesome,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,the food is always fresh ...,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,overpriced japanese food with mediocre service,japanese food,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,overpriced japanese food with mediocre service,service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Went here on sat 1/26 and was disappointed.,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,Chicken teriyaki had tomato or pimentos on top??,Chicken teriyaki,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,food was luke warm.,food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,The waitress was not attentive at all.,waitress,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I was looking for banana tempura for dessert and they dont have.,dessert,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,Too many other good places to have to settle.,,,objective,SemEval2016,English
SemEval2016,restaurants,"Not because you are ""The Four Seasons""... â€“ you are allowed to charge an arm and a leg for a romatic dinner.",The Four Seasons,RESTAURANT#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",The Four Seasons,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner,FOOD#PRICES,explicit,SemEval2016,English
SemEval2016,restaurants,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",Red Dragon Roll,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,Just go to Yamato and order the Red Dragon Roll.,Yamato,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Just go to Yamato and order the Red Dragon Roll.,Red Dragon Roll,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"If you don't like it, I don't know what to tell you.",,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,The Seafood Dynamite is also otherworldly.,Seafood Dynamite,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,I'm not even going to bother to describe it; it speaks for itself.,,FOOD#QUALITY,implicit,SemEval2016,English
SemEval2016,restaurants,Favorite Sushi in NYC,Sushi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"I have eaten at some of the 'best' sushi joints in NYC (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.",,,objective,SemEval2016,English
SemEval2016,restaurants,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",sushi,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",service,SERVICE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,"In the summer months, the back garden area is really nice.",back garden area,AMBIENCE#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,rolls,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,FOOD#STYLE_OPTIONS,explicit,SemEval2016,English
SemEval2016,restaurants,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,"The Dancing, White River and Millenium rolls are musts.","Dancing, White River and Millenium rolls",FOOD#QUALITY,explicit,SemEval2016,English
SemEval2016,restaurants,SO GOOD,,RESTAURANT#GENERAL,implicit,SemEval2016,English
SemEval2016,restaurants,I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),PLACE,RESTAURANT#GENERAL,explicit,SemEval2016,English
SemEval2016,restaurants,Gross food â€“ Wow-,food,FOOD#QUALITY,explicit,SemEval2016,English
